"Victim.s.race","Victim.s.gender","Date.of.Incident..month.day.year.","City","State","year"
"White","Male","24/08/2013","Simi Valley","CA","2013"
"Unknown race","Male","24/08/2013","San Marcos","CA","2013"
"Black","Male","23/08/2013","Brooklyn Center","MN","2013"
"Unknown race","Male","23/08/2013","Phoenix","AZ","2013"
"White","Male","23/08/2013","Phoenix","AZ","2013"
"Unknown race","Male","23/08/2013","Danvers","MA","2013"
"White","Male","23/08/2013","Fort Morgan","CO","2013"
"Hispanic","Male","22/08/2013","Desert Hot Springs","CA","2013"
"White","Male","22/08/2013","Buckley","WA","2013"
"White","Male","22/08/2013","Perris","CA","2013"
"White","Male","22/08/2013","Spokane","WA","2013"
"White","Male","21/08/2013","Louisville","TN","2013"
"White","Male","21/08/2013","Phoenix","AZ","2013"
"Unknown race","Male","20/08/2013","Philadelphia","PA","2013"
"White","Male","20/08/2013","Hopewell Junction","NY","2013"
"Black","Male","20/08/2013","Troy","OH","2013"
"White","Male","20/08/2013","Henderson","NV","2013"
"Black","Male","20/08/2013","Los Angeles","CA","2013"
"White","Male","20/08/2013","Goldonna","LA","2013"
"White","Male","20/08/2013","Klamath Falls","OR","2013"
"Black","Male","19/08/2013","Charleston","SC","2013"
"White","Male","19/08/2013","Jefferson City","TN","2013"
"Black","Male","19/08/2013","Bakersfield","CA","2013"
"Hispanic","Male","18/08/2013","South Pasadena","CA","2013"
"White","Male","18/08/2013","Cedartown","GA","2013"
"White","Male","18/08/2013","Madison","WI","2013"
"White","Male","18/08/2013","Bluff City","TN","2013"
"White","Male","17/08/2013","Grindstone Township","ME","2013"
"White","Male","17/08/2013","Bel Air","MD","2013"
"Pacific Islander","Male","16/08/2013","Līhuʻe","HI","2013"
"White","Male","16/08/2013","Redondo Beach","CA","2013"
"White","Male","16/08/2013","Kingman","AZ","2013"
"Black","Male","16/08/2013","Vermont Square","CA","2013"
"Black","Male","15/08/2013","Trenton","NJ","2013"
"White","Male","15/08/2013","Redondo Beach","CA","2013"
"White","Male","15/08/2013","Hillsboro","KY","2013"
"Unknown race","Male","15/08/2013","Louisville","KY","2013"
"White","Male","14/08/2013","Middlesboro","KY","2013"
"White","Male","14/08/2013","Hayward","CA","2013"
"White","Male","14/08/2013","Fort Ripley","MN","2013"
"Asian","Male","13/08/2013","St. Joseph","LA","2013"
"White","Male","13/08/2013","Denver","CO","2013"
"Hispanic","Male","13/08/2013","Keene","NH","2013"
"White","Male","13/08/2013","Cincinnati","OH","2013"
"Unknown race","Male","13/08/2013","Gloster","MS","2013"
"Black","Male","13/08/2013","Baltimore","MD","2013"
"Black","Male","12/08/2013","Seattle","WA","2013"
"Unknown race","Female","12/08/2013","Hollywood","FL","2013"
"White","Male","12/08/2013","Manheim","PA","2013"
"Black","Male","11/08/2013","Poplar Grove","IL","2013"
"Black","Male","11/08/2013","Springfield","MA","2013"
"White","Male","10/08/2013","Florence","AL","2013"
"White","Male","10/08/2013","Cascade","ID","2013"
"White","Male","09/08/2013","Indianapolis","IN","2013"
"White","Male","09/08/2013","Carrollton","VA","2013"
"White","Male","09/08/2013","New Port Richey","FL","2013"
"White","Male","08/08/2013","Sunnyvale","CA","2013"
"Black","Male","08/08/2013","Indianapolis","IN","2013"
"Black","Male","08/08/2013","Hammond","IN","2013"
"White","Male","08/08/2013","Kansas City","MO","2013"
"Black","Male","07/08/2013","Boston","MA","2013"
"White","Male","07/08/2013","Huntington","TX","2013"
"Hispanic","Male","06/08/2013","Carlsbad","NM","2013"
"Hispanic","Male","06/08/2013","Miami Beach","FL","2013"
"Hispanic","Male","05/08/2013","Houston","TX","2013"
"Unknown race","Male","05/08/2013","Phoenix","AZ","2013"
"Hispanic","Male","05/08/2013","Houston","TX","2013"
"Black","Male","04/08/2013","Bronx","NY","2013"
"White","Male","04/08/2013","Mesa","AZ","2013"
"Hispanic","Male","04/08/2013","Sandia Park","NM","2013"
"Hispanic","Male","03/08/2013","Huntington Beach","CA","2013"
"White","Male","03/08/2013","Tucson","AZ","2013"
"White","Male","02/08/2013","Oklahoma City","OK","2013"
"White","Male","31/07/2013","Yellow Springs","OH","2013"
"Hispanic","Male","31/07/2013","Conroe","TX","2013"
"Black","Male","31/07/2013","Fort Lauderdale","FL","2013"
"Unknown race","Male","30/07/2013","Avondale","AZ","2013"
"White","Male","30/07/2013","Orting","WA","2013"
"White","Male","30/07/2013","Benton","AR","2013"
"Hispanic","Male","30/07/2013","Santa Ana","CA","2013"
"Black","Male","30/07/2013","New Orleans","LA","2013"
"Black","Male","29/07/2013","Hamilton","AL","2013"
"Unknown race","Male","29/07/2013","El Paso","TX","2013"
"White","Female","29/07/2013","Bonita Springs","FL","2013"
"Unknown race","Male","29/07/2013","Topeka","KS","2013"
"Black","Male","29/07/2013","Winfield","AL","2013"
"White","Male","28/07/2013","Massillon","OH","2013"
"Unknown race","Male","28/07/2013","Gila Bend","AZ","2013"
"Hispanic","Male","28/07/2013","Chicago","IL","2013"
"Black","Male","28/07/2013","Kansas City","MO","2013"
"Hispanic","Male","28/07/2013","Phoenix","AZ","2013"
"White","Male","28/07/2013","Garland","TX","2013"
"Black","Male","28/07/2013","Baton Rouge","LA","2013"
"White","Male","27/07/2013","Wernersville","PA","2013"
"Hispanic","Male","27/07/2013","Durham","NC","2013"
"Hispanic","Male","27/07/2013","Hialeah","FL","2013"
"Unknown race","Female","27/07/2013","Albany","TX","2013"
"Hispanic","Male","26/07/2013","Salinas","CA","2013"
"Black","Male","26/07/2013","Austin","TX","2013"
"Unknown race","Male","25/07/2013","Monroe","NC","2013"
"Black","Male","25/07/2013","Middle Island","NY","2013"
"Hispanic","Male","25/07/2013","Compton","CA","2013"
"White","Male","24/07/2013","Cincinnati","OH","2013"
"Asian","Male","23/07/2013","Las Vegas","NV","2013"
"Unknown race","Male","23/07/2013","Tempe","AZ","2013"
"Black","Male","22/07/2013","Philadelphia","PA","2013"
"Hispanic","Male","22/07/2013","Coralville","IA","2013"
"White","Male","21/07/2013","Grand Forks","ND","2013"
"Black","Male","21/07/2013","Wilmington","DE","2013"
"White","Male","21/07/2013","Wilson","NC","2013"
"Unknown race","Male","20/07/2013","Powder Springs","GA","2013"
"White","Male","20/07/2013","Cockeysville","MD","2013"
"Black","Male","19/07/2013","Fairfield","CA","2013"
"Hispanic","Male","19/07/2013","Whittier","CA","2013"
"White","Male","19/07/2013","Latrobe","PA","2013"
"Black","Male","18/07/2013","Pembroke Pines","FL","2013"
"Black","Male","18/07/2013","Vacaville","CA","2013"
"Asian","Male","18/07/2013","Columbia","SC","2013"
"Black","Male","18/07/2013","Baltimore","MD","2013"
"Black","Male","18/07/2013","Alameda","CA","2013"
"White","Male","17/07/2013","Anderson","CA","2013"
"Hispanic","Male","17/07/2013","Dallas","TX","2013"
"White","Male","16/07/2013","Los Angeles","CA","2013"
"Black","Male","16/07/2013","St. Petersburg","FL","2013"
"Unknown race","Male","16/07/2013","Oil Springs","KY","2013"
"White","Female","16/07/2013","Oil CIty","PA","2013"
"Black","Male","16/07/2013","San Antonio","TX","2013"
"Black","Male","15/07/2013","Little Rock","AR","2013"
"White","Male","14/07/2013","Killeen","TX","2013"
"Hispanic","Male","14/07/2013","Lafayette","LA","2013"
"Asian","Male","14/07/2013","St. Louis Park","MN","2013"
"White","Male","13/07/2013","Needham","IN","2013"
"White","Male","12/07/2013","Oak View","CA","2013"
"White","Male","11/07/2013","Wichita","KS","2013"
"Black","Male","11/07/2013","Oklahoma City","OK","2013"
